particle_id	stage	A	Hm	P	Hr	to_stage	vA	vHm	vP	vHr
MII_oocyte:0022	MII oocyte	0.4024506682410885	0.073851373055464	0.3301224893014873	0.7095020837447127	zygote/PN	0.06942355740436962	0.05645166406817724	0.06792010805940457	-0.013693419833557097
MII_oocyte:0023	MII oocyte	0.4024506682410885	0.073851373055464	0.3606560991269658	0.7099377008908028	zygote/PN	0.06942355740436967	0.05645166406817724	0.037407804784466314	-0.01415461385534833
MII_oocyte:0024	MII oocyte	0.2704870936679761	0.0525436233586519	0.3163801439601027	0.694639604700115	zygote/PN	0.005840430162903143	0.03479110099246198	0.08166546165883382	0.001159347032032354
MII_oocyte:0025	MII oocyte	0.2704870936679761	0.0525436233586519	0.3301224893014873	0.7095020837447127	zygote/PN	0.005840430162903143	0.03479110099246195	0.06792010805940452	-0.013693419833556986
MII_oocyte:0026	MII oocyte	0.2704870936679761	0.0525436233586519	0.3606560991269658	0.7099377008908028	zygote/PN	0.005840430162903143	0.03479110099246198	0.0374078047844662	-0.01415461385534833
MII_oocyte:0027	MII oocyte	0.4468610848211706	0.0560322118343553	0.3163801439601027	0.694639604700115	zygote/PN	0.114876238519253	0.09171907638608301	0.0816654616588337	0.001159347032032354
MII_oocyte:0028	MII oocyte	0.4468610848211706	0.0560322118343553	0.3301224893014873	0.7095020837447127	zygote/PN	0.1148762385192531	0.09171907638608306	0.06792010805940452	-0.013693419833556986
MII_oocyte:0029	MII oocyte	0.4468610848211706	0.0560322118343553	0.3606560991269658	0.7099377008908028	zygote/PN	0.1148762385192531	0.09171907638608301	0.03740780478446626	-0.014154613855348108
MII_oocyte:0030	MII oocyte	0.2820558854671346	0.0691986646553003	0.3163801439601027	0.694639604700115	zygote/PN	0.004816753896078052	0.021232250184000087	0.08166546165883376	0.001159347032032465
MII_oocyte:0031	MII oocyte	0.2820558854671346	0.0691986646553003	0.3301224893014873	0.7095020837447127	zygote/PN	0.004816753896078052	0.021232250184000087	0.06792010805940446	-0.013693419833556875
MII_oocyte:0032	MII oocyte	0.2820558854671346	0.0691986646553003	0.3606560991269658	0.7099377008908028	zygote/PN	0.004816753896077941	0.021232250184000087	0.03740780478446626	-0.01415461385534833
MII_oocyte:0033	MII oocyte	0.3350114344962799	0.0267864859382672	0.3163801439601027	0.694639604700115	zygote/PN	0.004123615496505695	0.07095216622235599	0.08166546165883387	0.001159347032032354
MII_oocyte:0034	MII oocyte	0.3350114344962799	0.0267864859382672	0.3301224893014873	0.7095020837447127	zygote/PN	0.004123615496505695	0.070952166222356	0.06792010805940457	-0.013693419833556764
MII_oocyte:0035	MII oocyte	0.3350114344962799	0.0267864859382672	0.3606560991269658	0.7099377008908028	zygote/PN	0.004123615496505695	0.07095216622235599	0.03740780478446626	-0.014154613855348441
MII_oocyte:0036	MII oocyte	0.612078179095216	0.0343961340166347	0.3163801439601027	0.694639604700115	zygote/PN	0.12766859895411597	0.13639763724639836	0.08166546165883365	0.001159347032032354
MII_oocyte:0037	MII oocyte	0.612078179095216	0.0343961340166347	0.3301224893014873	0.7095020837447127	zygote/PN	0.1276685989541163	0.13639763724639836	0.06792010805940452	-0.013693419833557097
MII_oocyte:0038	MII oocyte	0.612078179095216	0.0343961340166347	0.3606560991269658	0.7099377008908028	zygote/PN	0.1276685989541162	0.13639763724639836	0.03740780478446637	-0.014154613855348108
MII_oocyte:0039	MII oocyte	0.4211309447818788	0.0337050657773372	0.3163801439601027	0.694639604700115	zygote/PN	0.0824145426213721	0.09927106388780829	0.08166546165883376	0.001159347032032465
MII_oocyte:0040	MII oocyte	0.4211309447818788	0.0337050657773372	0.3301224893014873	0.7095020837447127	zygote/PN	0.08241454262137221	0.09927106388780829	0.06792010805940452	-0.013693419833557097
MII_oocyte:0041	MII oocyte	0.4211309447818788	0.0337050657773372	0.3606560991269658	0.7099377008908028	zygote/PN	0.0824145426213721	0.09927106388780829	0.03740780478446637	-0.01415461385534833
MII_oocyte:0042	MII oocyte	0.1286839483567645	0.0540024668665989	0.3163801439601027	0.694639604700115	zygote/PN	0.0657884076045537	0.015344203853709784	0.08166546165883382	0.001159347032032132
MII_oocyte:0043	MII oocyte	0.1286839483567645	0.0540024668665989	0.3301224893014873	0.7095020837447127	zygote/PN	0.06578840760455373	0.015344203853709826	0.06792010805940446	-0.013693419833557097
MII_oocyte:0044	MII oocyte	0.1286839483567645	0.0540024668665989	0.3606560991269658	0.7099377008908028	zygote/PN	0.06578840760455376	0.015344203853709812	0.037407804784466314	-0.014154613855348441
